epoch,threshold,accuracy,f1_score,precision,recall,f1_macro
1,0.1377415657043457,0.8571226681741096,0.9093842430760958,0.8342377898371979,0.9994089834515366,0.7859108193677641
2,0.022684158757328987,0.857263990955342,0.9095144239383623,0.8340453499835688,1.0,0.7858608908989471
3,0.12122967839241028,0.8566986998304127,0.9089603160351948,0.8350379412735071,0.9972419227738377,0.7862651613354474
